	#Gi	CloneName	Stdn	Chrom	Phase	CloneState	GCenter	Accession	SeqLen	LibAbbr
15855	22549794	RP11-358H18	Y	11	3	fin	WIBR	AC124301.6	145713	RP11
15866	23308082	RP11-100H14	Y	11	3	fin	WIBR	AC124653.5	151313	RP11
15867	22296946	RP11-624D11	Y	11	3	fin	WIBR	AC124657.5	155985	RP11
15868	23396308	RP11-655D12	Y	11	3	fin	WIBR	AC124658.5	163126	RP11
16016	22657536	RP11-358H20	Y	11	3	fin	WIBR	AC126324.3	71332	RP11
16022	28850123	RP11-100E23	Y	11	3	fin	WIBR	AC126345.11	155913	RP11
16080	26190556	RP11-237K1	Y	11	3	fin	WIBR	AC127033.11	136544	RP11
16120	22549808	RP11-463K8	Y	11	3	fin	WIBR	AC127495.2	178648	RP11
16217	27414256	RP11-1095K7	Y	11	3	fin	WIBR	AC129501.3	179540	RP11
16218	26190554	RP11-1110F20	Y	11	3	fin	WIBR	AC129502.10	97538	RP11
16219	25706333	RP11-1205H24	Y	11	3	fin	WIBR	AC129505.8	117817	RP11
16265	24211317	RP11-15D10	Y	11	3	fin	WIBR	AC130307.3	159817	RP11
16266	27902328	RP11-269A12	Y	11	3	fin	WIBR	AC130310.17	155537	RP11
16267	23592158	RP11-97G1	Y	11	3	fin	WIBR	AC130312.3	161367	RP11
16278	23683265	RP11-707M1	Y	11	3	fin	WIBR	AC130364.5	173032	RP11
16390	24635991	RP11-348A11	Y	11	3	fin	WIBR	AC131263.6	179568	RP11
16395	23592157	RP11-957I23	Y	11	3	fin	WIBR	AC131288.3	74550	RP11
16406	23343800	RP11-151O13	Y	11	3	fin	WIBR	AC131571.4	179812	RP11
16407	23499569	RP11-496I9	Y	11	3	fin	WIBR	AC131572.4	162145	RP11
16408	24819853	RP11-957H15	Y	11	3	fin	WIBR	AC131574.4	166214	RP11
16416	27777606	RP11-754B17	Y	11	3	fin	WIBR	AC131934.13	154813	RP11
16417	26190550	RP11-756D7	Y	11	3	fin	WIBR	AC131935.7	184254	RP11
16453	28460836	RP11-889I17	Y	11	3	fin	WIBR	AC132217.15	170027	RP11
16646	25167189	RP11-57A24	Y	11	3	fin	WIBR	AC134982.5	209832	RP11
16725	27753755	RP11-61N20	Y	11	3	fin	WIBR	AC135977.5	152868	RP11
16745	28570413	RP11-242C5	Y	11	3	fin	WIBR	AC136309.9	150642	RP11
16765	32469539	RP11-326C3	Y	11	3	fin	WIBR	AC136475.7	143779	RP11
16790	27777598	RP11-114J20	Y	11	3	fin	WIBR	AC136759.4	152269	RP11
16961	27901879	RP11-242O20	Y	11	3	fin	WIBR	AC138697.2	149516	RP11
17049	29469592	RP11-1118C1	Y	11	3	fin	WIBR	AC139145.3	31031	RP11
23779	12007433	RP11-610I20	Y	11	3	fin		AF321237.1	111126	RP11
32877	29421159	RP11-665E10	Y	11	3	fin	RIKEN	AP000676.6	161280	RP11
32885	13094220	RP11-757C15	Y	11	3	fin	RIKEN	AP000719.4	196424	RP11
32886	14189775	RP11-796A5	Y	11	3	fin	RIKEN	AP000720.4	147357	RP11
32888	31790697	RP11-675M1	Y	11	3	fin	RIKEN	AP000722.5	177882	RP11
32890	22415810	RP11-699D4	Y	11	3	fin	RIKEN	AP000729.4	160535	RP11
32893	14245753	RP11-691P24	Y	11	3	fin	RIKEN	AP000744.4	126000	RP11
32896	13429919	RP11-679A11	Y	11	3	fin	RIKEN	AP000751.4	176713	RP11
32897	14861098	RP11-689N19	Y	11	3	fin	RIKEN	AP000752.4	194140	RP11
32898	21728110	RP11-697H9	Y	11	3	fin	RIKEN	AP000753.4	184057	RP11
32899	14189745	RP11-716H6	Y	11	3	fin	RIKEN	AP000755.4	152306	RP11
32900	28189524	RP11-720D4	Y	11	3	fin	RIKEN	AP000756.6	170977	RP11
32901	13094221	RP11-728F11	Y	11	3	fin	RIKEN	AP000757.4	184926	RP11
32902	28189505	RP11-775A2	Y	11	3	fin	RIKEN	AP000758.5	163025	RP11
32903	19879808	RP11-755F10	Y	11	3	fin	RIKEN	AP000759.5	78095	RP11
32904	31790700	RP11-779L16	Y	11	3	fin	RIKEN	AP000760.5	177490	RP11
32905	31790701	RP11-809N8	Y	11	3	fin	RIKEN	AP000763.5	189920	RP11
32906	31790702	RP11-811N23	Y	11	3	fin	RIKEN	AP000764.5	216203	RP11
32907	14861099	RP11-816P15	Y	11	3	fin	RIKEN	AP000765.5	73916	RP11
32908	21728133	RP11-819C21	Y	11	3	fin	RIKEN	AP000766.4	118489	RP11
32909	14517570	RP11-878E11	Y	11	3	fin	RIKEN	AP000767.4	190524	RP11
32913	15320458	RP11-708B6	Y	11	3	fin	RIKEN	AP000775.4	189955	RP11
32914	31745087	RP11-748H22	Y	11	3	fin	RIKEN	AP000776.5	191270	RP11
32915	28189489	RP11-804A23	Y	11	3	fin	RIKEN	AP000777.4	197856	RP11
32916	14245762	RP11-822I2	Y	11	3	fin	RIKEN	AP000779.4	196606	RP11
32917	28189525	RP11-872D17	Y	11	3	fin	RIKEN	AP000781.6	190251	RP11
32919	14245754	RP11-619A14	Y	11	3	fin	RIKEN	AP000785.4	126000	RP11
32920	14861101	RP11-685N10	Y	11	3	fin	RIKEN	AP000786.4	75440	RP11
32921	32306467	RP11-712B9	Y	11	3	fin	RIKEN	AP000787.5	173441	RP11
32922	31790703	RP11-725K16	Y	11	3	fin	RIKEN	AP000789.5	195874	RP11
32923	14517571	RP11-736I10	Y	11	3	fin	RIKEN	AP000790.4	176944	RP11
32924	13094230	RP11-812L3	Y	11	3	fin	RIKEN	AP000793.5	169152	RP11
32925	28189507	RP11-876F8	Y	11	3	fin	RIKEN	AP000795.5	76999	RP11
32929	31790704	RP11-629G13	Y	11	3	fin	RIKEN	AP000802.5	183165	RP11
32930	15637080	RP11-698L23	Y	11	3	fin	RIKEN	AP000805.4	180996	RP11
32931	15320459	RP11-713C6	Y	11	3	fin	RIKEN	AP000806.4	120480	RP11
32932	21327917	RP11-715N9	Y	11	3	fin	RIKEN	AP000807.4	204439	RP11
32933	28189527	RP11-757G1	Y	11	3	fin	RIKEN	AP000808.6	175883	RP11
32934	14189777	RP11-777F6	Y	11	3	fin	RIKEN	AP000811.4	176953	RP11
32935	19263019	RP11-807H22	Y	11	3	fin	RIKEN	AP000812.4	120528	RP11
32936	14517572	RP11-822P4	Y	11	3	fin	RIKEN	AP000813.4	210816	RP11
32939	14625379	RP11-644L4	Y	11	3	fin	RIKEN	AP000820.4	159644	RP11
32940	31790705	RP11-673E11	Y	11	3	fin	RIKEN	AP000821.5	180821	RP11
32941	31790637	RP11-675B4	Y	11	3	fin	RIKEN	AP000822.3	94501	RP11
32942	31790706	RP11-678L3	Y	11	3	fin	RIKEN	AP000824.5	186915	RP11
32943	28189508	RP11-709H4	Y	11	3	fin	RIKEN	AP000826.5	167660	RP11
32944	31790743	RP11-716D19	Y	11	3	fin	RIKEN	AP000827.6	168579	RP11
32945	31745080	RP11-730K20	Y	11	3	fin	RIKEN	AP000828.4	61993	RP11
32949	32188047	RP11-680F20	Y	11	3	fin	RIKEN	AP000842.6	179848	RP11
32950	32188044	RP11-684N3	Y	11	3	fin	RIKEN	AP000843.5	191204	RP11
32951	18307721	RP11-697E14	Y	11	3	fin	RIKEN	AP000844.4	199079	RP11
32953	31790708	RP11-775D16	Y	11	3	fin	RIKEN	AP000848.5	186965	RP11
32954	15320460	RP11-804L21	Y	11	3	fin	RIKEN	AP000850.4	48539	RP11
32955	13488770	RP11-817J15	Y	11	3	fin	RIKEN	AP000851.4	172981	RP11
32956	14861102	RP11-851M3	Y	11	3	fin	RIKEN	AP000852.4	166277	RP11
32963	15320462	RP11-677M14	Y	11	3	fin	RIKEN	AP000866.4	187960	RP11
32964	21623946	RP11-684B2	Y	11	3	fin	RIKEN	AP000867.5	199999	RP11
32965	15320463	RP11-688B18	Y	11	3	fin	RIKEN	AP000868.4	181589	RP11
32966	31790709	RP11-697H10	Y	11	3	fin	RIKEN	AP000870.5	179339	RP11
32967	31790758	RP11-709J7	Y	11	3	fin	RIKEN	AP000871.7	199118	RP11
32968	14189746	RP11-727A20	Y	11	3	fin	RIKEN	AP000872.5	157330	RP11
32969	28189509	RP11-727A23	Y	11	3	fin	RIKEN	AP000873.5	174905	RP11
32971	17425225	RP11-805J14	Y	11	3	fin	RIKEN	AP000879.4	169725	RP11
32972	13359381	RP11-839D17	Y	11	3	fin	RIKEN	AP000880.4	171853	RP11
32978	13359359	RP11-659G9	Y	11	3	fin	RIKEN	AP000893.5	198024	RP11
32981	13094223	RP11-686G14	Y	11	3	fin	RIKEN	AP000901.5	205903	RP11
32983	19879810	RP11-700I2	Y	11	3	fin	RIKEN	AP000903.6	119082	RP11
32984	31790744	RP11-702B10	Y	11	3	fin	RIKEN	AP000904.6	175904	RP11
32985	31790745	RP11-708L7	Y	11	3	fin	RIKEN	AP000907.6	176273	RP11
32986	14861109	RP11-711K22	Y	11	3	fin	RIKEN	AP000908.4	149132	RP11
32987	16751477	RP11-713P17	Y	11	3	fin	RIKEN	AP000911.5	185957	RP11
32989	28189528	RP11-728D14	Y	11	3	fin	RIKEN	AP000916.6	192926	RP11
32991	19263020	RP11-740D6	Y	11	3	fin	RIKEN	AP000920.4	114349	RP11
32992	13810526	RP11-752D5	Y	11	3	fin	RIKEN	AP000923.5	170973	RP11
32993	31790759	RP11-758F15	Y	11	3	fin	RIKEN	AP000924.7	172274	RP11
32994	31790746	RP11-759M17	Y	11	3	fin	RIKEN	AP000925.6	177831	RP11
32995	31790747	RP11-762B21	Y	11	3	fin	RIKEN	AP000926.6	196972	RP11
32996	31790748	RP11-778B17	Y	11	3	fin	RIKEN	AP000929.6	197195	RP11
32997	28189510	RP11-784A24	Y	11	3	fin	RIKEN	AP000930.5	7057	RP11
32998	14861110	RP11-823O21	Y	11	3	fin	RIKEN	AP000936.7	219017	RP11
33000	28189529	RP11-861M13	Y	11	3	fin	RIKEN	AP000941.6	199321	RP11
33001	31790749	RP11-864G5	Y	11	3	fin	RIKEN	AP000942.6	185984	RP11
33002	32306468	RP11-867G2	Y	11	3	fin	RIKEN	AP000943.5	192299	RP11
33003	29565549	RP11-867O8	Y	11	3	fin	RIKEN	AP000944.4	219246	RP11
33027	14517580	RP11-700A24	Y	11	3	fin	RIKEN	AP000974.5	94359	RP11
33028	14517581	RP11-730K11	Y	11	3	fin	RIKEN	AP000977.4	187080	RP11
33031	31790750	RP11-667I23	Y	11	3	fin	RIKEN	AP000999.6	189892	RP11
33032	31790710	RP11-676M6	Y	11	3	fin	RIKEN	AP001000.5	204955	RP11
33033	31790711	RP11-677I18	Y	11	3	fin	RIKEN	AP001001.5	182429	RP11
33034	14189748	RP11-678K21	Y	11	3	fin	RIKEN	AP001002.4	164380	RP11
33038	31790712	RP11-687M24	Y	11	3	fin	RIKEN	AP001007.5	203840	RP11
33044	31790713	RP11-817I5	Y	11	3	fin	RIKEN	AP001023.5	199197	RP11
33045	32400666	RP11-832N8	Y	11	3	fin	RIKEN	AP001024.6	183444	RP11
33051	16751479	RP11-729B4	Y	11	3	fin	RIKEN	AP001034.5	167934	RP11
33087	16751480	RP11-632K5	Y	11	3	fin	RIKEN	AP001085.5	175747	RP11
33090	29565550	RP11-727K3	Y	11	3	fin	RIKEN	AP001092.5	160739	RP11
33091	15320466	RP11-774L13	Y	11	3	fin	RIKEN	AP001093.5	91073	RP11
33095	14189749	RP11-680L20	Y	11	3	fin	RIKEN	AP001102.5	72000	RP11
33096	15637084	RP11-755I3	Y	11	3	fin	RIKEN	AP001104.4	179727	RP11
33097	17939943	RP11-867G23	Y	11	3	fin	RIKEN	AP001107.5	196662	RP11
33104	31790715	RP11-744N12	Y	11	3	fin	RIKEN	AP001122.5	217393	RP11
33105	14189750	RP11-775A1	Y	11	3	fin	RIKEN	AP001124.4	90354	RP11
33106	14189768	RP11-712D22	Y	11	3	fin	RIKEN	AP001132.4	170371	RP11
33110	14189778	RP11-762L8	Y	11	3	fin	RIKEN	AP001148.4	169340	RP11
33111	28189512	RP11-778O17	Y	11	3	fin	RIKEN	AP001150.5	157282	RP11
33112	14517583	RP11-856F16	Y	11	3	fin	RIKEN	AP001152.4	91200	RP11
33113	31790716	RP11-886D15	Y	11	3	fin	RIKEN	AP001153.5	172487	RP11
33114	19879811	RP11-658F2	Y	11	3	fin	RIKEN	AP001157.4	200458	RP11
33115	20334319	RP11-727F15	Y	11	3	fin	RIKEN	AP001160.4	184802	RP11
33117	14189779	RP11-890D8	Y	11	3	fin	RIKEN	AP001167.4	39970	RP11
33122	12657623	RP11-816L8	Y	11	3	fin	RIKEN	AP001179.4	221198	RP11
33125	32188049	RP11-679I18	Y	11	3	fin	RIKEN	AP001183.6	174527	RP11
33126	20334320	RP11-715F10	Y	11	3	fin	RIKEN	AP001184.4	120186	RP11
33127	31790718	RP11-665N17	Y	11	3	fin	RIKEN	AP001187.5	171793	RP11
33128	28189513	RP11-672A2	Y	11	3	fin	RIKEN	AP001189.5	186389	RP11
33130	21327924	RP11-821O7	Y	11	3	fin	RIKEN	AP001201.7	182547	RP11
33140	14517586	RP11-735A19	Y	11	3	fin	RIKEN	AP001264.4	74520	RP11
33141	21728145	RP11-770G2	Y	11	3	fin	RIKEN	AP001266.4	175872	RP11
33142	17425228	RP11-770J1	Y	11	3	fin	RIKEN	AP001267.4	194310	RP11
33144	15320468	RP11-826F13	Y	11	3	fin	RIKEN	AP001271.4	210402	RP11
33145	17425229	RP11-836D15	Y	11	3	fin	RIKEN	AP001273.4	58000	RP11
33146	31790719	RP11-840J5	Y	11	3	fin	RIKEN	AP001274.5	210282	RP11
33147	15320469	RP11-819M15	Y	11	3	fin	RIKEN	AP001282.4	165258	RP11
33148	28189531	RP11-885L14	Y	11	3	fin	RIKEN	AP001284.6	153591	RP11
33149	31790720	RP11-684B20	Y	11	3	fin	RIKEN	AP001317.5	166459	RP11
33150	25137529	RP11-712L6	Y	11	3	fin	RIKEN	AP001318.6	159565	RP11
33151	18307724	RP11-864N7	Y	11	3	fin	RIKEN	AP001324.4	230157	RP11
33164	14189751	RP11-820L6	Y	11	3	fin	RIKEN	AP001359.4	221535	RP11
33165	28189514	RP11-831A10	Y	11	3	fin	RIKEN	AP001360.5	190766	RP11
33166	21327925	RP11-856B14	Y	11	3	fin	RIKEN	AP001362.5	211382	RP11
33167	19879812	RP11-864I4	Y	11	3	fin	RIKEN	AP001363.4	58001	RP11
33168	20334323	RP11-702H23	Y	11	3	fin	RIKEN	AP001372.4	120700	RP11
33169	31790722	RP11-775E2	Y	11	3	fin	RIKEN	AP001376.5	181300	RP11
33195	31790751	RP11-783K16	Y	11	3	fin	RIKEN	AP001453.6	166356	RP11
33196	29243389	RP11-831H9	Y	11	3	fin	RIKEN	AP001458.6	177433	RP11
33197	31790638	RP11-869B15	Y	11	3	fin	RIKEN	AP001462.3	106886	RP11
33214	31790723	RP11-681H10	Y	11	3	fin	RIKEN	AP001485.5	158577	RP11
33215	31790724	RP11-690D19	Y	11	3	fin	RIKEN	AP001486.5	169203	RP11
33216	14625382	RP11-791J7	Y	11	3	fin	RIKEN	AP001494.4	67024	RP11
33220	13094212	RP11-644A8	Y	11	3	fin	RIKEN	AP001521.4	179098	RP11
33221	15320470	RP11-702P11	Y	11	3	fin	RIKEN	AP001524.4	150847	RP11
33223	31790725	RP11-732A21	Y	11	3	fin	RIKEN	AP001527.5	167305	RP11
33224	14517587	RP11-736K20	Y	11	3	fin	RIKEN	AP001528.4	155523	RP11
33226	14245763	RP11-788M5	Y	11	3	fin	RIKEN	AP001533.4	207183	RP11
33229	13429924	RP11-683O4	Y	11	3	fin	RIKEN	AP001541.4	212884	RP11
33231	14625383	RP11-802F5	Y	11	3	fin	RIKEN	AP001547.4	144493	RP11
33232	28189532	RP11-35P15	Y	11	3	fin	RIKEN	AP001554.6	171747	RP11
33233	13094224	RP11-732G1	Y	11	3	fin	RIKEN	AP001561.4	195800	RP11
33237	17425231	RP11-215H18	Y	11	3	fin	RIKEN	AP001582.4	90256	RP11
33238	29243384	RP11-838I13	Y	11	3	fin	RIKEN	AP001591.5	178982	RP11
33279	17425232	RP11-142C4	Y	11	3	fin	RIKEN	AP001636.4	161582	RP11
33280	14189769	RP11-685B24	Y	11	3	fin	RIKEN	AP001642.4	72000	RP11
33281	28189515	RP11-718B12	Y	11	3	fin	RIKEN	AP001646.5	182329	RP11
33282	15320471	RP11-736L3	Y	11	3	fin	RIKEN	AP001648.4	166013	RP11
33283	13810527	RP11-780O24	Y	11	3	fin	RIKEN	AP001652.4	169560	RP11
33284	28189516	RP11-113K21	Y	11	3	fin	RIKEN	AP001767.5	154312	RP11
33285	13359362	RP11-27I22	Y	11	3	fin	RIKEN	AP001770.4	73589	RP11
33286	16751482	RP11-700F16	Y	11	3	fin	RIKEN	AP001775.4	117345	RP11
33287	31790726	RP11-108O10	Y	11	3	fin	RIKEN	AP001781.5	181022	RP11
33288	14625384	RP11-109E10	Y	11	3	fin	RIKEN	AP001782.4	169313	RP11
33289	14517588	RP11-115C10	Y	11	3	fin	RIKEN	AP001783.4	84248	RP11
33290	21728150	RP11-137O10	Y	11	3	fin	RIKEN	AP001784.5	112800	RP11
33291	13488756	RP11-176J24	Y	11	3	fin	RIKEN	AP001786.4	171744	RP11
33292	19263024	RP11-259D17	Y	11	3	fin	RIKEN	AP001788.5	188250	RP11
33293	14861112	RP11-338H14	Y	11	3	fin	RIKEN	AP001790.4	175731	RP11
33294	17425233	RP11-427G12	Y	11	3	fin	RIKEN	AP001791.4	140000	RP11
33296	13488757	RP11-100N3	Y	11	3	fin	RIKEN	AP001803.4	159372	RP11
33297	31745089	RP11-164A10	Y	11	3	fin	RIKEN	AP001804.5	166302	RP11
33298	14575808	RP11-97D10	Y	11	3	fin	RIKEN	AP001815.4	167653	RP11
33306	32306471	RP11-236L10	Y	11	3	fin	RIKEN	AP001827.6	167639	RP11
33307	25137532	RP11-243E18	Y	11	3	fin	RIKEN	AP001828.5	137384	RP11
33308	14625385	RP11-254C5	Y	11	3	fin	RIKEN	AP001829.4	117291	RP11
33309	31790728	RP11-315O6	Y	11	3	fin	RIKEN	AP001830.5	214483	RP11
33310	14625386	RP11-317J19	Y	11	3	fin	RIKEN	AP001831.5	185919	RP11
33311	14189770	RP11-668M17	Y	11	3	fin	RIKEN	AP001835.4	204939	RP11
33312	31790675	RP11-693I21	Y	11	3	fin	RIKEN	AP001836.4	145782	RP11
33313	14189771	RP11-718B20	Y	11	3	fin	RIKEN	AP001838.4	211652	RP11
33314	15320474	RP11-892C3	Y	11	3	fin	RIKEN	AP001855.4	72651	RP11
33315	14245764	RP11-959F10	Y	11	3	fin	RIKEN	AP001858.4	210723	RP11
33324	16751485	RP11-106E8	Y	11	3	fin	RIKEN	AP001881.4	149100	RP11
33325	31790752	RP11-140O23	Y	11	3	fin	RIKEN	AP001883.6	143621	RP11
33326	14625387	RP11-148F13	Y	11	3	fin	RIKEN	AP001884.4	160492	RP11
33327	28189490	RP11-157K17	Y	11	3	fin	RIKEN	AP001885.4	173052	RP11
33328	15320476	RP11-300I6	Y	11	3	fin	RIKEN	AP001888.4	161505	RP11
33329	31790730	RP11-344L21	Y	11	3	fin	RIKEN	AP001889.5	186656	RP11
33330	15320477	RP11-356E17	Y	11	3	fin	RIKEN	AP001891.4	210691	RP11
33331	13488760	RP11-49M9	Y	11	3	fin	RIKEN	AP001892.4	144308	RP11
33332	31790731	RP11-50B3	Y	11	3	fin	RIKEN	AP001893.5	157702	RP11
33333	14517590	RP11-606E8	Y	11	3	fin	RIKEN	AP001894.4	151452	RP11
33335	28189518	RP11-166D19	Y	11	3	fin	RIKEN	AP001924.5	190360	RP11
33336	31790732	RP11-241D13	Y	11	3	fin	RIKEN	AP001925.5	180163	RP11
33337	28189519	RP11-640N11	Y	11	3	fin	RIKEN	AP001929.5	161547	RP11
33338	13094225	RP11-669L23	Y	11	3	fin	RIKEN	AP001930.4	167117	RP11
33339	21218128	RP11-691N7	Y	11	3	fin	RIKEN	AP001931.5	110116	RP11
33347	14861113	RP11-102C15	Y	11	3	fin	RIKEN	AP001973.4	24833	RP11
33348	14189772	RP11-248G21	Y	11	3	fin	RIKEN	AP001977.4	156957	RP11
33349	28189520	RP11-258O13	Y	11	3	fin	RIKEN	AP001978.5	161602	RP11
33350	32306472	RP11-259P6	Y	11	3	fin	RIKEN	AP001979.7	147533	RP11
33351	31790753	RP11-264L21	Y	11	3	fin	RIKEN	AP001980.6	151939	RP11
33352	31790754	RP11-361A21	Y	11	3	fin	RIKEN	AP001981.6	183481	RP11
33353	17425236	RP11-344F5	Y	11	3	fin	RIKEN	AP001982.4	137996	RP11
33354	17425237	RP11-597K9	Y	11	3	fin	RIKEN	AP001984.4	62000	RP11
33355	31790733	RP11-648J7	Y	11	3	fin	RIKEN	AP001985.5	161972	RP11
33356	19263025	RP11-68H20	Y	11	3	fin	RIKEN	AP001986.4	74996	RP11
33357	31790734	RP11-76A17	Y	11	3	fin	RIKEN	AP001988.5	141796	RP11
33358	15637087	RP11-147I3	Y	11	3	fin	RIKEN	AP001992.4	169454	RP11
33359	32188045	RP11-168K9	Y	11	3	fin	RIKEN	AP001993.5	147402	RP11
33360	13429917	RP11-215D10	Y	11	3	fin	RIKEN	AP001994.4	167376	RP11
33361	15320479	RP11-264E20	Y	11	3	fin	RIKEN	AP001995.4	96071	RP11
33362	14245759	RP11-367C21	Y	11	3	fin	RIKEN	AP001998.4	161529	RP11
33363	19263026	RP11-469N6	Y	11	3	fin	RIKEN	AP001999.4	172504	RP11
33364	31790735	RP11-680E19	Y	11	3	fin	RIKEN	AP002001.5	149253	RP11
33365	14625389	RP11-692F4	Y	11	3	fin	RIKEN	AP002002.4	112270	RP11
33366	13359364	RP11-693N9	Y	11	3	fin	RIKEN	AP002004.4	172081	RP11
33367	31790755	RP11-723C19	Y	11	3	fin	RIKEN	AP002006.6	167355	RP11
33368	13359384	RP11-762O23	Y	11	3	fin	RIKEN	AP002007.4	168922	RP11
33369	13094226	RP11-794P6	Y	11	3	fin	RIKEN	AP002008.5	194973	RP11
33385	18307725	RP11-1036E20	Y	11	3	fin	RIKEN	AP002358.3	190904	RP11
33386	13094216	RP11-111M22	Y	11	3	fin	RIKEN	AP002360.4	173379	RP11
33387	28189492	RP11-121L10	Y	11	3	fin	RIKEN	AP002364.4	165703	RP11
33388	17939948	RP11-142I2	Y	11	3	fin	RIKEN	AP002365.3	33615	RP11
33389	21728152	RP11-142N13	Y	11	3	fin	RIKEN	AP002366.4	198720	RP11
33390	32188046	RP11-160H12	Y	11	3	fin	RIKEN	AP002370.5	174697	RP11
33391	14245761	RP11-183A22	Y	11	3	fin	RIKEN	AP002371.3	159441	RP11
33392	31790677	RP11-203C2	Y	11	3	fin	RIKEN	AP002372.4	145255	RP11
33393	17425239	RP11-212D19	Y	11	3	fin	RIKEN	AP002373.3	138197	RP11
33394	32306463	RP11-349I16	Y	11	3	fin	RIKEN	AP002376.4	161406	RP11
33395	31745081	RP11-351D3	Y	11	3	fin	RIKEN	AP002378.4	177432	RP11
33396	31790678	RP11-463F4	Y	11	3	fin	RIKEN	AP002379.4	215986	RP11
33397	28189480	RP11-467L20	Y	11	3	fin	RIKEN	AP002380.3	188788	RP11
33398	19263028	RP11-475M20	Y	11	3	fin	RIKEN	AP002381.3	203868	RP11
33399	14517593	RP11-60C6	Y	11	3	fin	RIKEN	AP002383.3	170142	RP11
33400	28189493	RP11-660L16	Y	11	3	fin	RIKEN	AP002387.4	170523	RP11
33401	14189773	RP11-691F15	Y	11	3	fin	RIKEN	AP002392.3	169212	RP11
33402	14575591	RP11-745I13	Y	11	3	fin	RIKEN	AP002404.2	53269	RP11
33403	14717411	RP11-767M8	Y	11	3	fin	RIKEN	AP002407.3	176292	RP11
33406	31790679	RP11-90I16	Y	11	3	fin	RIKEN	AP002427.4	154159	RP11
33407	14190784	RP11-99C10	Y	11	3	fin	RIKEN	AP002428.3	175110	RP11
33408	31790736	RP11-144G7	Y	11	3	fin	RIKEN	AP002433.5	165164	RP11
33409	31790680	RP11-627G1	Y	11	3	fin	RIKEN	AP002436.4	173509	RP11
33411	15637089	RP11-262A12	Y	11	3	fin	RIKEN	AP002444.4	174558	RP11
33412	13094227	RP11-76P21	Y	11	3	fin	RIKEN	AP002448.3	177236	RP11
33414	32440972	RP11-792P2	Y	11	3	fin	RIKEN	AP002451.5	50359	RP11
33415	31790682	RP11-801G16	Y	11	3	fin	RIKEN	AP002453.4	211345	RP11
33416	17425240	RP11-93M11	Y	11	3	fin	RIKEN	AP002455.4	64000	RP11
33417	14245766	RP11-956A8	Y	11	3	fin	RIKEN	AP002456.3	114109	RP11
33418	14517594	RP11-266E8	Y	11	3	fin	RIKEN	AP002469.3	158977	RP11
33421	15637090	RP11-849H4	Y	11	3	fin	RIKEN	AP002490.4	191986	RP11
33426	31790737	RP11-107P10	Y	11	3	fin	RIKEN	AP002499.5	176429	RP11
33432	17939950	RP11-116P9	Y	11	3	fin	RIKEN	AP002517.3	173251	RP11
33433	16751487	RP11-64D24	Y	11	3	fin	RIKEN	AP002518.3	164795	RP11
33434	17425241	RP11-705O3	Y	11	3	fin	RIKEN	AP002520.3	66000	RP11
33436	13429925	RP11-682K9	Y	11	3	fin	RIKEN	AP002751.3	197847	RP11
33437	29243385	RP11-855O10	Y	11	3	fin	RIKEN	AP002754.5	185766	RP11
33438	20334329	RP11-635F12	Y	11	3	fin	RIKEN	AP002755.2	111328	RP11
33439	13488762	RP11-686G23	Y	11	3	fin	RIKEN	AP002759.3	177933	RP11
33440	28189496	RP11-795E18	Y	11	3	fin	RIKEN	AP002760.4	211673	RP11
33441	21728155	RP11-800A3	Y	11	3	fin	RIKEN	AP002761.3	196988	RP11
33442	28189497	RP11-811I7	Y	11	3	fin	RIKEN	AP002762.4	189993	RP11
33443	16751488	RP11-634B22	Y	11	3	fin	RIKEN	AP002765.3	178169	RP11
33444	13429926	RP11-673F18	Y	11	3	fin	RIKEN	AP002768.3	186084	RP11
33445	20334330	RP11-707G14	Y	11	3	fin	RIKEN	AP002770.3	192961	RP11
33446	17939951	RP11-630P1	Y	11	3	fin	RIKEN	AP002774.3	143590	RP11
33447	28189481	RP11-126P21	Y	11	3	fin	RIKEN	AP002776.3	31424	RP11
33448	31790683	RP11-640G3	Y	11	3	fin	RIKEN	AP002777.4	169515	RP11
33449	15637091	RP11-643C11	Y	11	3	fin	RIKEN	AP002778.3	160242	RP11
33450	19263030	RP11-648G9	Y	11	3	fin	RIKEN	AP002780.3	73990	RP11
33451	14189774	RP11-660M18	Y	11	3	fin	RIKEN	AP002782.3	153078	RP11
33452	17425243	RP11-664H7	Y	11	3	fin	RIKEN	AP002783.3	167026	RP11
33453	32306464	RP11-680H20	Y	11	3	fin	RIKEN	AP002784.4	179051	RP11
33454	13429927	RP11-347E10	Y	11	3	fin	RIKEN	AP002788.3	174311	RP11
33455	15320481	RP11-716L7	Y	11	3	fin	RIKEN	AP002789.3	90000	RP11
33456	14190785	RP11-843F11	Y	11	3	fin	RIKEN	AP002791.3	172914	RP11
33457	14625393	RP11-691L4	Y	11	3	fin	RIKEN	AP002793.4	181140	RP11
33458	15320482	RP11-715G18	Y	11	3	fin	RIKEN	AP002795.3	165240	RP11
33459	13810528	RP11-742N3	Y	11	3	fin	RIKEN	AP002796.3	93845	RP11
33460	13488767	RP11-779P3	Y	11	3	fin	RIKEN	AP002797.3	185316	RP11
33461	14517627	RP11-806N19	Y	11	3	fin	RIKEN	AP002799.3	177564	RP11
33462	28189498	RP11-832A4	Y	11	3	fin	RIKEN	AP002800.4	215441	RP11
33463	13540829	RP11-875G18	Y	11	3	fin	RIKEN	AP002801.3	218651	RP11
